"","MSE1","MSE2","MSE3","MSEt4","MSE5","MSE6","X","Y"
"72",10.9949657698817,10.9991254498109,11.0039645774733,11.0094505204459,11.0155226001583,11.0220965609621,488707.858804952,-569976.347352062
"73",10.9962640580028,11.000383913149,11.005178904982,11.0106167927215,11.0166374437544,11.0231572697261,497736.019752519,-569976.347352062
"74",10.9975242193177,11.0016057093679,11.0063581199583,11.0117495855337,11.0177205006129,11.0241879238143,506764.180700086,-569976.347352062
"75",10.9680331042782,10.9727823730387,10.9783277903096,10.9846322055429,10.9916254924625,10.9992097829241,136609.581849839,-560948.186404495
"76",10.9653081884836,10.9702604182892,10.9760048428668,10.9825014551619,10.9896778225055,10.9974343678111,263003.835115777,-560948.186404495
"77",10.9654859634457,10.9704479726891,10.9761998065201,10.9827012860892,10.9898799392914,10.9976362716596,272031.996063344,-560948.186404495
"78",10.9656662771152,10.9706392471275,10.9763995065285,10.9829066894896,10.9900882787537,10.9978448654485,281060.157010911,-560948.186404495
"79",10.9658194377352,10.9708058430585,10.9765768913334,10.9830919999936,10.9902785856001,10.9980373124034,290088.317958478,-560948.186404495
"80",10.9659068894351,10.9709109303179,10.9766969206411,10.983224011798,10.9904195129723,10.9981841290416,299116.478906045,-560948.186404495
"81",10.9658844257989,10.9709123212266,10.9767194940798,10.9832647574951,10.9904752487481,10.9982516579441,308144.639853612,-560948.186404495
"82",10.9657174483304,10.9707770128486,10.976613255824,10.9831845618401,10.9904178134369,10.9982136126888,317172.800801179,-560948.186404495
"83",10.9654438827939,10.9705410836156,10.9764123917693,10.9830156943186,10.9902775570879,10.9980984405421,326200.961748746,-560948.186404495
"84",10.9653596680562,10.9704861956476,10.9763839211052,10.9830103286225,10.9902917662008,10.998128651923,335229.122696313,-560948.186404495
"85",10.9661113389043,10.9712275828075,10.9771109917124,10.9837191001075,10.9909784887822,10.9987899660563,344257.28364388,-560948.186404495
"86",10.9678799816197,10.9729374475529,10.9787567167627,10.9852959291243,10.9924824479984,11.0002179978093,353285.444591447,-560948.186404495
"87",10.9700673732766,10.9750463461239,10.9807811803678,10.9872308470745,10.9943237176273,11.0019626498095,362313.605539014,-560948.186404495
"88",10.9722489120948,10.9771500057241,10.9828009829459,10.9891616391462,10.996161349314,11.003704102501,371341.766486581,-560948.186404495
"89",10.9743219439484,10.9791505485461,10.9847231724806,10.9910003738962,10.997912471954,11.0053645314999,380369.927434148,-560948.186404495
"90",10.9762923807995,10.9810534594753,10.9865528178153,10.9927517200229,10.9995813737764,11.0069478669261,389398.088381715,-560948.186404495
"91",10.9781821753564,10.9828795224969,10.9883095213017,10.9944340986837,11.0011853075342,11.0084702169529,398426.249329282,-560948.186404495
"92",10.9800078681573,10.9846443931301,10.9900080442951,10.9960613780312,11.0027372584591,11.0099437024723,407454.410276849,-560948.186404495
"93",10.9817788197327,10.9863569103534,10.9916567017196,10.9976413523852,11.0042445090756,11.0113751076673,416482.571224416,-560948.186404495
"94",10.9834993790839,10.9880211577604,10.9932593135587,10.9991775829496,11.0057103692268,11.0127675005441,425510.732171983,-560948.186404495
"95",10.9851711112342,10.989638581944,10.9948172115378,11.0006712915073,11.0071359567149,11.0141219015962,434538.89311955,-560948.186404495
"96",10.9867943548658,10.9912094734574,10.9963306416855,11.0021226837359,11.0085214413755,11.0154384494408,443567.054067117,-560948.186404495
"97",10.9883691484582,10.9927338466936,10.9977995970215,11.0035317342985,11.0098667826729,11.0167170914929,452595.215014684,-560948.186404495
"98",10.9898957048995,10.9942118900046,10.9992242428127,11.0048985871426,11.0111721052099,11.0179579350916,461623.375962251,-560948.186404495
"99",10.9913746011005,10.995644144649,11.0006050848243,11.0062237131448,11.0124378459633,11.0191613846152,470651.536909818,-560948.186404495
"100",10.9928068058535,10.9970315299404,11.0019429919072,11.0075079303155,11.0136647723017,11.0203281575176,479679.697857385,-560948.186404495
"101",10.994193627817,10.9983752925676,11.0032391468756,11.0087523564373,11.0148539365646,11.0214592409967,488707.858804952,-560948.186404495
"102",10.9955366333221,10.9996769273942,11.0044949705295,11.0099583365077,11.0160066070779,11.02255582669,497736.019752519,-560948.186404495
"103",10.9968375612402,11.0009380956492,11.0057120433787,11.011127368164,11.0171241974075,11.0236192438368,506764.180700086,-560948.186404495
"104",10.9980982478392,11.0021605527902,11.0068920366856,11.0122610360474,11.0182082041438,11.0246509005422,515792.341647653,-560948.186404495
"105",10.9628057975152,10.9678323741908,10.9736598683119,10.9802475164596,10.9875218148846,10.9953818684415,263003.835115777,-551920.025456928
"106",10.9630709288193,10.9681045146914,10.9739363640671,10.980525570624,10.9877986297859,10.9956547750606,272031.996063344,-551920.025456928
"107",10.9633685205712,10.9684089546514,10.9742447831874,10.9808349571686,10.9881059813325,10.9959572365233,281060.157010911,-551920.025456928
"108",10.9636746894581,10.9687227960942,10.9745632631526,10.9811548881112,10.9884241831297,10.9962706825636,290088.317958478,-551920.025456928
"109",10.9639622019616,10.969019954486,10.9748669225077,10.9814617262313,10.9887308694587,10.9965740319764,299116.478906045,-551920.025456928
"110",10.9642108206686,10.969281024039,10.9751372300184,10.9817378484503,10.9890093488076,10.9968515376118,308144.639853612,-551920.025456928
"111",10.9644275110716,10.9695125269912,10.9753802691892,10.9819889093261,10.9892648609931,10.9971080422546,317172.800801179,-551920.025456928
"112",10.9646834280522,10.9697821236971,10.9756601251796,10.9822753783693,10.9895542585257,10.9973968168018,326200.961748746,-551920.025456928
"113",10.9651526365081,10.9702554484361,10.9761337900576,10.9827454906044,10.9900169994567,10.9978486123258,335229.122696313,-551920.025456928
"114",10.9660555810522,10.9711422612244,10.9770000723841,10.9835869588705,10.9908296768206,10.9986289918067,344257.28364388,-551920.025456928
"115",10.9674530182683,10.9725002903346,10.9783136087813,10.9848512996978,10.9920406922385,10.999783278447,353285.444591447,-551920.025456928
"116",10.9691854592904,10.9741776019718,10.9799302350306,10.9864022465711,10.9935217191129,11.0011910452775,362313.605539014,-551920.025456928
"117",10.9710642559572,10.9759944874132,10.9816794355898,10.9880786285452,10.9951209807624,11.0027098618626,371341.766486581,-551920.025456928
"118",10.9729836939138,10.9778501742579,10.9834655310333,10.989789953581,10.996753210168,11.004259668897,380369.927434148,-551920.025456928
"119",10.9749010246267,10.9797038370525,10.9852496898904,10.9914994330222,10.9983836876349,11.0058078193601,389398.088381715,-551920.025456928
"120",10.976799461847,10.9815393814046,10.9870165457454,10.993192456568,10.9999985784328,11.0073412645511,398426.249329282,-551920.025456928
"121",10.9786699317551,10.9833480733457,10.9887577284737,10.9948610379828,11.0015902956891,11.008852827469,407454.410276849,-551920.025456928
"122",10.9805053153878,10.985123058339,10.9904666670593,10.9964989057995,11.0031528799377,11.0103368692039,416482.571224416,-551920.025456928
"123",10.9822994220799,10.9868583830305,10.9921376610643,10.9981006253637,11.0046811720513,11.011788512541,425510.732171983,-551920.025456928
"124",10.9840471786119,10.9885491736069,10.9937660481761,10.9996617556752,11.0061709595896,11.0132037781218,434538.89311955,-551920.025456928
"125",10.9857448862433,10.9901918783087,10.9953484321654,11.0011790629195,11.0076191761786,11.0145797700722,443567.054067117,-551920.025456928
"126",10.9873902840848,10.9917843253993,10.9968827356916,11.0026505684058,11.009023944918,11.0159147152364,452595.215014684,-551920.025456928
"127",10.9889824307124,10.9933256081764,10.9983680891712,11.004075441709,11.0103844761535,11.0172078658683,461623.375962251,-551920.025456928
"128",10.9905214800141,10.9948158695338,10.9998046246162,11.0054538042412,11.0117008811221,11.018459323565,470651.536909818,-551920.025456928
"129",10.9920084227319,10.9962560541844,11.0011932390972,11.0067865043909,11.0129739590657,11.0196698385139,479679.697857385,-551920.025456928
"130",10.9934448413362,10.9976476739043,11.0025353708561,11.0080749048797,11.0142049960803,11.0208406199496,488707.858804952,-551920.025456928
"131",10.9948327022047,10.998992608593,11.0038328096559,11.0093207027085,11.0153955948541,11.0219731757701,497736.019752519,-551920.025456928
"132",10.9961741922488,11.0002929499031,11.005087547732,11.0105257876674,11.0165475408871,11.0230691865288,506764.180700086,-551920.025456928
"133",10.9974715975744,11.001550885095,11.0063016690771,11.0116921372261,11.0176627031006,11.0241304118113,515792.341647653,-551920.025456928
"134",10.9598301460197,10.9649323823743,10.9708473897832,10.977533696439,10.9849166228461,10.9928937159431,253975.67416821,-542891.864509361
"135",10.9601127586364,10.96522109527,10.9711395395721,10.9778264861769,10.9852072634825,10.9931795549992,263003.835115777,-542891.864509361
"136",10.9604768359473,10.9655890508657,10.9715083962047,10.9781931566308,10.9855687037034,10.9935329020024,272031.996063344,-542891.864509361
"137",10.9609105293512,10.9660247906751,10.971942928255,10.9786231362104,10.9859908591477,10.9939441809274,281060.157010911,-542891.864509361
"138",10.9613902501378,10.9665056582127,10.9724214661887,10.9790957866396,10.9864541554032,10.9943949013907,290088.317958478,-542891.864509361
"139",10.9618887541039,10.9670055143364,10.9729190357618,10.9795873459694,10.9869360765021,10.99486381272,299116.478906045,-542891.864509361
"140",10.9623891481201,10.967508094038,10.9734200443324,10.9800829311666,10.9874224780564,10.9953375292113,308144.639853612,-542891.864509361
"141",10.9629010867201,10.9680224416871,10.9739329320856,10.9805903913895,10.9879206373906,10.9958227803492,317172.800801179,-542891.864509361
"142",10.9634753080319,10.968596751944,10.9745032990809,10.9811527103031,10.9884709281511,10.9963573622749,326200.961748746,-542891.864509361
"143",10.9642040343724,10.9693187387192,10.9752142436171,10.9818483152656,10.9891471020154,10.9970103939051,335229.122696313,-542891.864509361
"144",10.9651847808296,10.9702811604208,10.9761536526905,10.9827601618727,10.9900271766428,10.9978549988565,344257.28364388,-542891.864509361
"145",10.9664579931274,10.9715224359972,10.9773578773664,10.9839225156498,10.9911433368862,10.9989213070764,353285.444591447,-542891.864509361
"146",10.9679868189868,10.9730073806721,10.9787934595624,10.9853036854592,10.9924656794019,11.0001812047222,362313.605539014,-542891.864509361
"147",10.9696993948403,10.9746674610815,10.9803953023273,10.9868420788885,10.9939361460291,11.0015801602356,371341.766486581,-542891.864509361
"148",10.9715302905231,10.9764402557676,10.9821040929091,10.9884815573982,10.995501802991,11.0030684410042,380369.927434148,-542891.864509361
"149",10.9734302936205,10.978278780746,10.9838751556353,10.9901798078973,10.9971227278342,11.0046085174441,389398.088381715,-542891.864509361
"150",10.9753622921713,10.9801475810107,10.9856747558744,10.9919048604591,10.9987687399559,11.0061720033254,398426.249329282,-542891.864509361
"151",10.977297535706,10.9820191790294,10.9874767395903,10.9936319204222,11.000416424707,11.0077368694493,407454.410276849,-542891.864509361
"152",10.9792139246078,10.9838724500749,10.9892609962495,10.9953419195125,11.0020477724438,11.0092861694868,416482.571224416,-542891.864509361
"153",10.9810950446424,10.9856917034394,10.991012587877,10.9970206933702,11.0036494046363,11.0108073142852,425510.732171983,-542891.864509361
"154",10.9829293536315,10.987465906188,10.9927210111814,10.9986582829098,11.0052119148927,11.0122914525596,434538.89311955,-542891.864509361
"155",10.9847093876608,10.9891879243688,10.9943794751959,11.0002482494143,11.0067292221024,11.0137328622587,443567.054067117,-542891.864509361
"156",10.9864309649021,10.9908537616633,10.9959841762304,11.0017869868544,11.0081979207648,11.0151283391155,452595.215014684,-542891.864509361
"157",10.9880924143987,10.9924618220298,10.9975335957824,11.0032730560823,11.0096166520664,11.0164766047991,461623.375962251,-542891.864509361
"158",10.9896938799471,10.9940122443141,10.9990278671246,11.0047065842853,11.0109855367197,11.0177777732848,470651.536909818,-542891.864509361
"159",10.9912367384523,10.995506346379,11.0004682462358,11.0060887634462,11.0123057013702,11.0190329053157,479679.697857385,-542891.864509361
"160",10.992723146321,10.9969461916285,11.0018566992512,11.0074214592819,11.0135789093437,11.020243661039,488707.858804952,-542891.864509361
"161",10.9941557055054,10.9983342698628,11.0031955987132,11.0087069233044,11.0148072887535,11.0214120442195,497736.019752519,-542891.864509361
"162",10.9955372292616,10.9996732733944,11.0044875104596,11.0099475907742,11.0159931416901,11.0225402227108,506764.180700086,-542891.864509361
"163",10.9968705848657,11.0009659466821,11.005735050457,11.0111459449355,11.0171388159766,11.0236304077672,515792.341647653,-542891.864509361
"164",10.956824795707,10.9620202458348,10.9680385013463,10.974837119202,10.9823400993851,10.9904433993053,253975.67416821,-533863.703561794
"165",10.957169191539,10.9623694460318,10.968389560281,10.9751869694506,10.9826857048846,10.9907818937653,263003.835115777,-533863.703561794
"166",10.9576409704891,10.9628417777745,10.9688591043285,10.9756503104554,10.983139518398,10.9912230938429,272031.996063344,-533863.703561794
"167",10.9582324548584,10.9634297193762,10.9694398037287,10.9762200388406,10.9836946944412,10.9917604392671,281060.157010911,-533863.703561794
"168",10.9589108955898,10.9641018363536,10.9701016122899,10.9768675556228,10.9843241237276,10.992368335622,290088.317958478,-533863.703561794
"169",10.9596332199813,10.9648168547034,10.9708051431918,10.9775554292419,10.9849923759944,10.993013377251,299116.478906045,-533863.703561794
"170",10.9603685083199,10.9655450983388,10.9715220335231,10.978256665433,10.9856738654957,10.993671410391,308144.639853612,-533863.703561794
"171",10.9611130060046,10.9662828043713,10.9722485405187,10.9789675702302,10.9863649746614,10.9943389192216,317172.800801179,-533863.703561794
"172",10.961894125667,10.9670559359999,10.9730091596809,10.9797111699785,10.987087274844,10.9950360482869,326200.961748746,-533863.703561794
"173",10.9627641639006,10.9679141894761,10.9738509313594,10.9805318235985,10.9878824469884,10.9958018310316,335229.122696313,-533863.703561794
"174",10.9637832763315,10.968914768439,10.9748280382644,10.9814806580266,10.9887985605841,10.9966813090021,344257.28364388,-533863.703561794
"175",10.9649980835485,10.9701019973797,10.9759824561981,10.9825972743708,10.9898728418481,10.9977093575279,353285.444591447,-533863.703561794
"176",10.9664289185957,10.971495162642,10.9773324073305,10.9838988253701,10.9911213803787,10.9989010198936,362313.605539014,-533863.703561794
"177",10.9680680509917,10.9730868069329,10.9788707295651,10.9853784631119,10.9925376577576,11.0002501183524,371341.766486581,-533863.703561794
"178",10.9698824200323,10.9748453280566,10.9805673377688,10.9870076613337,10.9940947309728,11.001731300097,380369.927434148,-533863.703561794
"179",10.9718219145952,10.9767228735813,10.9823767211092,10.9887433076865,10.9957519163301,11.0033063138817,389398.088381715,-533863.703561794
"180",10.9738328788734,10.9786682188383,10.9842501733086,10.9905392734932,10.9974656932784,11.004934249564,398426.249329282,-533863.703561794
"181",10.9758687572551,10.9806369178439,10.9861454337062,10.9923555347727,10.9991983009781,11.0065796114008,407454.410276849,-533863.703561794
"182",10.9778938424507,10.9825948797209,10.988030086054,10.994161389488,11.000920772113,11.0082151685177,416482.571224416,-533863.703561794
"183",10.9798827404866,10.9845178602001,10.9898810770766,10.9959350034194,11.0026125060415,11.0098215550363,425510.732171983,-533863.703561794
"184",10.9818186125097,10.9863897845048,10.991683123124,10.9976619023328,11.0042598472821,11.0113859347508,434538.89311955,-533863.703561794
"185",10.9836913498063,10.9882010050523,10.9934270535506,10.9993334030727,11.0058546053698,11.0129006098341,443567.054067117,-533863.703561794
"186",10.9854958920118,10.9899466953844,10.9951082831911,11.0009451665266,11.0073926893488,11.0143617370009,452595.215014684,-533863.703561794
"187",10.9872307539637,10.9916254433803,10.9967254744014,11.0024959301873,11.0088729117593,11.015768203042,461623.375962251,-533863.703561794
"188",10.9888968236196,10.9932381034268,10.9982794454742,11.0039864741807,11.0102960129966,11.0171207075991,470651.536909818,-533863.703561794
"189",10.9904964520194,10.9947869274864,10.9997723443151,11.0054188385758,11.0116639227951,11.0184210688783,479679.697857385,-533863.703561794
"190",10.9920328080827,10.9962749490167,11.0012070625498,11.0067957684083,11.0129792365503,11.0196717313171,488707.858804952,-533863.703561794
"191",10.9532709835734,10.9585627929892,10.9646908858391,10.9716118779986,10.9792483140432,10.9874942816707,244947.513220643,-524835.542614227
"192",10.9535034520864,10.9588050660429,10.9649402115972,10.9718653244046,10.979502920128,10.9877471964897,253975.67416821,-524835.542614227
"193",10.9538904747193,10.95919672279,10.9653332727271,10.9722564371492,10.979888775191,10.9881246780529,263003.835115777,-524835.542614227
"194",10.9544754006258,10.9597788767927,10.9659089105026,10.9728217746048,10.9804401687165,10.9886587834158,272031.996063344,-524835.542614227
"195",10.9552607036947,10.9605536297384,10.9666688826218,10.9735627833137,10.9811582716807,10.9893504445631,281060.157010911,-524835.542614227
"196",10.9561859326604,10.9614630813333,10.9675579607122,10.9744269987789,10.9819934443224,10.9901528754485,290088.317958478,-524835.542614227
"197",10.9571650674434,10.9624249643285,10.9684977873259,10.9753400874648,10.9828754461801,10.9909999526082,299116.478906045,-524835.542614227
"198",10.9581371238374,10.9633809009905,10.9694327094115,10.9762492094564,10.9837543072992,10.9918446006773,308144.639853612,-524835.542614227
"199",10.9590815569368,10.9643110992795,10.970343743397,10.977136236755,10.9846127923206,10.992670502939,317172.800801179,-524835.542614227
"200",10.9600099704635,10.9652264526227,10.9712410767956,10.9780106636572,10.9854597221338,10.9934858324714,326200.961748746,-524835.542614227
"201",10.9609556103291,10.9661585192098,10.972154548908,10.9789005989817,10.9863214821372,10.9943152754848,335229.122696313,-524835.542614227
"202",10.9619686523174,10.9671550197371,10.9731293666511,10.9798487056087,10.9872381886303,10.9951964252434,344257.28364388,-524835.542614227
"203",10.9631162530567,10.9682798693176,10.9742261195069,10.9809122007769,10.9882636768598,10.9961797602397,353285.444591447,-524835.542614227
"204",10.9644747132686,10.9696056882835,10.9755136517133,10.982156099454,10.9894591211672,10.9973226425419,362313.605539014,-524835.542614227
"205",10.9660960842686,10.9711819705463,10.9770388405872,10.9836246326916,10.9908661053671,10.9986640347093,371341.766486581,-524835.542614227
"206",10.9679689135034,10.9729976884895,10.9787911141632,10.9853077099801,10.9924750404795,11.0001948631099,380369.927434148,-524835.542614227
"207",10.9700245167,10.974987282,10.9807081467157,10.9871463141472,10.9942302552564,11.0018628036455,389398.088381715,-524835.542614227
"208",10.9721801415656,10.9770717928645,10.9827149030984,10.9890694182983,10.9960647717688,11.0036049245776,398426.249329282,-524835.542614227
"209",10.9743680101539,10.9791865457007,10.9847499167871,10.9910188352368,10.997923716213,11.0053696639278,407454.410276849,-524835.542614227
"210",10.9765400199831,10.9812856357611,10.9867695566612,10.9929532580085,10.9997681305437,11.0071204120234,416482.571224416,-524835.542614227
"211",10.9786640285353,10.9833383908452,10.9887446711756,10.9948450891414,11.0015719875758,11.0088327113305,425510.732171983,-524835.542614227
"212",10.9807201147337,10.9853258056094,10.9906572011784,10.9966772356425,11.0033191698073,11.0104914187796,434538.89311955,-524835.542614227
